AgenteID,Nome,CPF,Data_Contratacao,Departamento,Turno,Supervisor,Telefone,Email,Data_Criacao,Data_Alteracao,Usuario_Criacao,Usuario_Alteracao,Ativo,Data_Inicio_Vigente,Data_Fim_Vigente
311,"Akeem de Morais",88485013112,2022-03-06,TI,Parcial,Claudio,"(642) 501-2288",akeemdemorais7201@protonmail.ca,"2020-06-04 00:00:00","2025-08-25 00:00:00","Lilah Matias","Hiroko Nonato",N,"2021-12-18 00:00:00","2024-10-01 00:00:00"
312,"Hashim Firmino",22416019279,2022-02-27,COMERCIAL,Noturno,Renata,"(902) 147-8558",hashimfirmino730@hotmail.edu,"2020-10-17 00:00:00","2024-12-20 00:00:00","Hayes Nunes","Velma Chagas",S,"2023-01-09 00:00:00","2024-03-19 00:00:00"
313,"Megan Braz",13821031657,2024-02-25,RH,FimSemana,Raquel,"(733) 674-3617",meganbraz9085@hotmail.ca,"2020-06-04 00:00:00","2023-12-31 00:00:00","Haviva Andrade","Stewart Feitosa",S,"2020-05-16 00:00:00","2023-10-05 00:00:00"
314,"Sasha de Morais",74105875038,2021-01-10,OPERACAO,Noturno,Julia,"(635) 791-4167",sashademorais@aol.org,"2023-05-28 00:00:00","2025-04-14 00:00:00","Plato Carvalho","Wylie Teixeira",S,"2022-05-03 00:00:00","2024-12-01 00:00:00"
315,"Hillary Amaral",50146090111,2024-09-25,RH,Parcial,Raquel,"(512) 861-6874",hillaryamaral7088@aol.com,"2023-05-22 00:00:00","2024-10-08 00:00:00","Lane Correia","Aurora Nascimento",S,"2023-05-10 00:00:00","2025-01-06 00:00:00"
316,"Igor dos Anjos",33901170214,2021-01-08,RH,Flexivel,Gilson,"(847) 243-8542",igordosanjos@protonmail.edu,"2020-08-28 00:00:00","2024-09-27 00:00:00","Sylvia de Sousa","Odessa Barros",S,"2020-12-22 00:00:00","2025-07-17 00:00:00"
317,"Denton Farias",11637190434,2023-03-05,OPERACAO,Noturno,Henrique,"(295) 152-8441",dentonfarias@hotmail.edu,"2022-05-08 00:00:00","2024-11-29 00:00:00","Adria Bispo","Paula Amaral",N,"2024-10-10 00:00:00","2025-08-18 00:00:00"
318,"Clarke Vieira",65573116110,2022-07-13,COMERCIAL,Flexivel,Henrique,"(367) 577-1784",clarkevieira1434@google.couk,"2024-02-06 00:00:00","2024-04-16 00:00:00","Jayme Chagas","Germane de Assis",S,"2022-03-18 00:00:00","2024-07-17 00:00:00"
319,"Linda Maciel",57165563112,2020-08-11,COMERCIAL,Revezamento,Rodrigo,"(893) 976-8754",lindamaciel@icloud.com,"2021-01-27 00:00:00","2024-10-19 00:00:00","Xanthus Cardoso","MacKenzie Bezerra",S,"2022-01-18 00:00:00","2024-10-30 00:00:00"
320,"Keane Monteiro",46725261149,2021-09-11,RH,Flexivel,Renata,"(672) 880-0255",keanemonteiro1828@google.edu,"2023-10-21 00:00:00","2025-01-16 00:00:00","Beau Neves","Yolanda Diniz",N,"2022-06-04 00:00:00","2024-09-22 00:00:00"
321,"Jescie Moura",45288167500,2021-12-23,OPERACAO,Parcial,Antonio,"(583) 926-0975",jesciemoura@aol.com,"2020-03-12 00:00:00","2024-07-06 00:00:00","Clinton Silveira","Candice Barbosa",N,"2024-01-16 00:00:00","2024-10-28 00:00:00"
322,"Nell Pinto",31598954863,2020-11-15,RH,Noturno,Antonio,"(402) 240-9634",nellpinto5315@outlook.com,"2024-12-14 00:00:00","2024-11-29 00:00:00","Illiana Evangelista","Yolanda Figueiredo",N,"2021-04-20 00:00:00","2025-03-22 00:00:00"
323,"Otto Fernandes",29118114611,2024-06-15,TI,Flexivel,Julia,"(855) 314-1275",ottofernandes@hotmail.edu,"2022-01-24 00:00:00","2025-02-08 00:00:00","Thomas Antunes","Ainsley Andrade",N,"2021-12-26 00:00:00","2024-05-18 00:00:00"
324,"Flynn de Araujo",36000650352,2020-06-19,RH,Revezamento,Gilson,"(337) 393-3986",flynndearaujo3172@yahoo.com,"2020-01-21 00:00:00","2024-08-03 00:00:00","Dylan Sales","Marvin Mendonca",N,"2023-07-28 00:00:00","2025-02-02 00:00:00"
325,"Imani Amaral",10407486505,2021-07-20,MARKETING,Flexivel,Claudio,"(871) 775-2893",imaniamaral141@aol.com,"2022-11-16 00:00:00","2024-05-14 00:00:00","Erich Domingues","Kaye Rosa",S,"2024-04-23 00:00:00","2025-01-13 00:00:00"
326,"Ethan Barbosa",86900805408,2024-07-19,RH,Revezamento,Claudio,"(421) 224-7253",ethanbarbosa3487@outlook.org,"2024-06-29 00:00:00","2024-03-23 00:00:00","Kylynn Pires","Shaeleigh de Sousa",N,"2022-11-28 00:00:00","2025-05-12 00:00:00"
327,"Maya Matias",12006784450,2020-12-16,RH,Noturno,Claudio,"(666) 877-6920",mayamatias1540@google.net,"2024-10-10 00:00:00","2025-02-02 00:00:00","Brett Pinto","Amber de Assis",S,"2022-05-20 00:00:00","2025-05-26 00:00:00"
328,"Cassidy Dantas",12531520846,2024-08-03,RH,FimSemana,Rodrigo,"(632) 355-8684",cassidydantas5422@icloud.couk,"2020-07-18 00:00:00","2025-03-01 00:00:00","Chelsea Santana","Karleigh Mota",N,"2024-05-16 00:00:00","2025-03-14 00:00:00"
329,"Drew Santana",75200507172,2020-01-05,RH,Diurno,Julia,"(523) 710-8765",drewsantana1995@outlook.ca,"2023-01-24 00:00:00","2024-10-04 00:00:00","Benjamin Teles","Nina Cordeiro",N,"2021-06-28 00:00:00","2025-05-05 00:00:00"
330,"Ezra dos Santos",73625098916,2023-10-19,RH,Revezamento,Claudio,"(556) 514-4578",ezradossantos@protonmail.ca,"2023-11-06 00:00:00","2023-11-10 00:00:00","Ulysses Coelho","George Carvalho",S,"2024-11-08 00:00:00","2024-04-18 00:00:00"
331,"Owen de Souza",16051676285,2020-02-18,RH,FimSemana,Ana,"(276) 481-1434",owendesouza3180@icloud.com,"2024-05-28 00:00:00","2023-11-26 00:00:00","Hiram da Rosa","Miriam de Matos",N,"2023-10-14 00:00:00","2024-07-07 00:00:00"
332,"Simon Borges",18007195347,2021-01-19,OPERACAO,FimSemana,Raquel,"(962) 467-5311",simonborges6857@icloud.org,"2024-10-14 00:00:00","2025-07-21 00:00:00","Kenneth de Almeida","Riley Aparecido",S,"2023-10-13 00:00:00","2025-01-02 00:00:00"
333,"Timothy Franco",63093271370,2024-08-18,FINANCEIRO,FimSemana,Ana,"(682) 177-6820",timothyfranco@yahoo.edu,"2023-10-29 00:00:00","2023-12-17 00:00:00","Wylie Miranda","Ivy Cordeiro",S,"2023-12-17 00:00:00","2025-02-20 00:00:00"
334,"Nicholas Santiago",87222646686,2021-11-01,TI,Revezamento,Julia,"(983) 717-2329",nicholassantiago@google.edu,"2024-01-10 00:00:00","2025-09-08 00:00:00","Ferris de Melo","Denton de Santana",N,"2021-04-16 00:00:00","2024-12-29 00:00:00"
335,"Armando Simoes",29608573124,2023-04-08,MARKETING,Revezamento,Gilson,"(727) 725-2258",armandosimoes@protonmail.com,"2020-04-07 00:00:00","2024-10-09 00:00:00","Tucker Firmino","Amela Aguiar",N,"2020-02-06 00:00:00","2025-05-13 00:00:00"
336,"Rachel Garcia",80709586512,2021-10-26,COMERCIAL,Parcial,Ana,"(171) 315-4712",rachelgarcia@yahoo.edu,"2023-08-20 00:00:00","2025-04-14 00:00:00","Murphy Barbosa","Noelani Bastos",N,"2024-06-25 00:00:00","2025-04-21 00:00:00"
337,"Jonas Matos",33070803560,2021-04-24,FINANCEIRO,Noturno,Antonio,"(146) 271-8859",jonasmatos@aol.com,"2021-01-18 00:00:00","2024-11-27 00:00:00","Philip Antunes","Gary Ramos",S,"2024-08-31 00:00:00","2025-04-08 00:00:00"
338,"Alma Braga",40587405999,2020-05-01,TI,Diurno,Antonio,"(114) 228-0965",almabraga@protonmail.ca,"2024-10-09 00:00:00","2024-03-24 00:00:00","Phoebe Cruz","Ria Leite",S,"2022-08-18 00:00:00","2025-06-28 00:00:00"
339,"Yoshio Das Chagas",55506868769,2023-11-25,COMERCIAL,Diurno,Julia,"(945) 522-4544",yoshiodaschagas1866@protonmail.com,"2021-07-23 00:00:00","2023-11-24 00:00:00","Tyler da Costa","Gil Amorim",N,"2023-04-28 00:00:00","2025-03-01 00:00:00"
340,"Ruby de Lima",33122547070,2022-11-28,COMERCIAL,Parcial,Gilson,"(787) 956-3870",rubydelima@aol.edu,"2022-06-16 00:00:00","2024-09-04 00:00:00","Ora Muniz","Aiko Queiroz",N,"2024-07-16 00:00:00","2024-08-29 00:00:00"
341,"Leilani Das Neves",56524066235,2022-08-09,OPERACAO,Noturno,Henrique,"(242) 925-7573",leilanidasneves@yahoo.net,"2024-11-23 00:00:00","2024-01-03 00:00:00","Quentin Mota","Adara Gomes",N,"2020-01-06 00:00:00","2023-11-29 00:00:00"
342,"Kitra Abreu",10208748492,2023-10-18,JURIDICO,Revezamento,Claudio,"(686) 668-8422",kitraabreu@aol.ca,"2022-08-23 00:00:00","2024-05-03 00:00:00","Michael Gomes","Emily da Cunha",N,"2024-12-28 00:00:00","2025-04-18 00:00:00"
343,"Jana Custodio",59049857303,2021-11-24,COMERCIAL,Noturno,Antonio,"(538) 882-8859",janacustodio@yahoo.net,"2022-03-01 00:00:00","2025-01-15 00:00:00","Oliver Aguiar","Evelyn Camargo",S,"2022-03-11 00:00:00","2023-12-11 00:00:00"
344,"Nathaniel de Brito",16188527861,2020-02-27,FINANCEIRO,Revezamento,Antonio,"(526) 695-2678",nathanieldebrito@outlook.net,"2022-12-08 00:00:00","2024-06-02 00:00:00","Steven Morais","Rafael Aguiar",S,"2024-10-12 00:00:00","2025-01-02 00:00:00"
345,"Jason Andrade",25630494848,2020-07-05,FINANCEIRO,Parcial,Julia,"(614) 453-3223",jasonandrade8733@icloud.com,"2021-09-08 00:00:00","2024-03-27 00:00:00","Vernon dos Santos","Lucius Leite",N,"2024-08-12 00:00:00","2025-08-29 00:00:00"
346,"Nell da Cruz",64057708706,2022-06-30,RH,Noturno,Rodrigo,"(724) 888-3065",nelldacruz7222@protonmail.edu,"2022-09-25 00:00:00","2024-10-09 00:00:00","Lionel da Cunha","Victor Figueiredo",N,"2023-07-02 00:00:00","2025-08-30 00:00:00"
347,"Hashim Silva",33449716191,2021-12-28,RH,Noturno,Ana,"(753) 406-4336",hashimsilva@aol.net,"2021-03-20 00:00:00","2024-11-14 00:00:00","Hunter Nogueira","Theodore Maia",S,"2024-01-30 00:00:00","2024-07-24 00:00:00"
348,"Evan Carvalho",18279043682,2023-11-13,COMERCIAL,Revezamento,Julia,"(462) 327-4476",evancarvalho1313@hotmail.org,"2021-08-08 00:00:00","2024-12-27 00:00:00","Hedwig Oliveira","Addison Duarte",N,"2024-11-04 00:00:00","2025-05-17 00:00:00"
349,"Lillith Matias",64735247208,2021-09-20,TI,Flexivel,Henrique,"(261) 561-0645",lillithmatias1716@aol.org,"2023-03-08 00:00:00","2025-07-10 00:00:00","Cheryl de Assis","Shea Santiago",S,"2023-12-31 00:00:00","2025-04-21 00:00:00"
350,"Miriam Braz",30776967333,2021-06-22,OPERACAO,Revezamento,Rodrigo,"(153) 404-9863",miriambraz@google.org,"2020-07-29 00:00:00","2023-12-09 00:00:00","Talon da Rocha","Addison Henrique",N,"2024-01-13 00:00:00","2025-05-14 00:00:00"
351,"Macaulay Santiago",99329226410,2024-07-06,RH,Flexivel,Rodrigo,"(375) 706-4254",macaulaysantiago@aol.edu,"2021-02-11 00:00:00","2025-09-12 00:00:00","Tatum Caetano","Daphne dos Anjos",S,"2021-07-11 00:00:00","2024-04-20 00:00:00"
352,"Urielle de Assis",34440894746,2022-11-03,TI,FimSemana,Henrique,"(663) 284-7417",urielledeassis@yahoo.org,"2022-02-05 00:00:00","2024-03-19 00:00:00","Imelda Campos","Tanisha Simoes",S,"2023-03-30 00:00:00","2024-04-25 00:00:00"
353,"Jane Pinto",26777062665,2021-09-20,COMERCIAL,Parcial,Ana,"(326) 951-0132",janepinto9647@aol.ca,"2023-11-19 00:00:00","2025-08-10 00:00:00","Malik Chagas","Paki da Costa",S,"2020-11-19 00:00:00","2024-04-08 00:00:00"
354,"Wayne Mendonca",20163141701,2021-08-05,COMERCIAL,Noturno,Gilson,"(631) 517-2466",waynemendonca5338@hotmail.edu,"2023-08-19 00:00:00","2023-11-27 00:00:00","Stella Gonzaga","Grace da Rocha",N,"2021-07-12 00:00:00","2025-04-30 00:00:00"
355,"Brody do Nascimento",31357551273,2020-01-07,MARKETING,Revezamento,Rodrigo,"(774) 541-0552",brodydonascimento@protonmail.org,"2022-07-03 00:00:00","2025-04-03 00:00:00","Lee Rosa","Herman Henrique",N,"2023-11-07 00:00:00","2024-03-22 00:00:00"
356,"Mia Neves",30341563120,2024-04-27,FINANCEIRO,FimSemana,Henrique,"(805) 180-1421",mianeves@google.edu,"2023-04-18 00:00:00","2025-05-21 00:00:00","Stephen Borges","Brett do Nascimento",N,"2020-03-31 00:00:00","2023-09-30 00:00:00"
357,"Mona de Jesus",96327990838,2022-08-30,COMERCIAL,Flexivel,Rodrigo,"(781) 567-7165",monadejesus@outlook.edu,"2021-10-29 00:00:00","2025-06-18 00:00:00","Charde de Abreu","Colleen Inacio",S,"2023-11-29 00:00:00","2024-06-16 00:00:00"
358,"Melvin Pinto",82035390167,2021-05-15,COMERCIAL,Flexivel,Henrique,"(445) 696-2668",melvinpinto9589@aol.com,"2024-12-22 00:00:00","2024-12-09 00:00:00","Cara Bezerra","Fuller Antunes",N,"2021-09-16 00:00:00","2024-05-07 00:00:00"
359,"Axel de Campos",12921271000,2024-03-19,RH,FimSemana,Gilson,"(836) 305-7788",axeldecampos@hotmail.com,"2022-12-01 00:00:00","2023-10-01 00:00:00","Wade Morais","Laura de Assis",N,"2020-12-23 00:00:00","2024-10-01 00:00:00"
360,"Chadwick Lopes",33834705066,2021-10-07,RH,Parcial,Gilson,"(181) 761-1917",chadwicklopes6867@outlook.com,"2020-03-22 00:00:00","2023-12-23 00:00:00","Bianca Braz","Georgia Almeida",N,"2024-12-09 00:00:00","2024-11-21 00:00:00"
361,"Richard Barreto",75759546108,2024-01-10,FINANCEIRO,Revezamento,Antonio,"(430) 257-7301",richardbarreto@protonmail.ca,"2020-12-25 00:00:00","2024-04-26 00:00:00","Laith Dantas","Zia Rocha",S,"2022-05-29 00:00:00","2024-01-20 00:00:00"
362,"Hector Sampaio",96091195853,2020-05-20,FINANCEIRO,Revezamento,Rodrigo,"(378) 581-7688",hectorsampaio@protonmail.edu,"2022-05-03 00:00:00","2024-05-11 00:00:00","John Sousa","Charissa Almeida",N,"2021-10-09 00:00:00","2025-04-24 00:00:00"
363,"Blake Furtado",86692226249,2022-10-12,OPERACAO,FimSemana,Henrique,"(326) 293-6469",blakefurtado@icloud.org,"2024-03-29 00:00:00","2024-09-20 00:00:00","Brody Siqueira","Bruce Vasconcelos",N,"2024-12-22 00:00:00","2025-01-31 00:00:00"
364,"Tanya Firmino",18371165997,2024-07-02,JURIDICO,Revezamento,Rodrigo,"(898) 734-0689",tanyafirmino@icloud.com,"2023-05-09 00:00:00","2024-08-15 00:00:00","Herman de Fatima","Florence Torres",N,"2021-04-17 00:00:00","2024-02-08 00:00:00"
365,"Malcolm Maciel",61575632515,2021-04-07,OPERACAO,FimSemana,Ana,"(668) 763-7478",malcolmmaciel8861@yahoo.com,"2024-10-20 00:00:00","2025-02-11 00:00:00","Rigel Brito","Yuri de Sousa",N,"2023-12-05 00:00:00","2024-09-12 00:00:00"
366,"Brenna Gonçalves",30130909225,2022-09-11,MARKETING,Diurno,Claudio,"(177) 265-8453",brennagonalves@outlook.couk,"2020-02-10 00:00:00","2023-11-20 00:00:00","Joseph Brandao","Gil Nogueira",N,"2020-01-05 00:00:00","2024-03-08 00:00:00"
367,"Riley Pinheiro",78731889334,2023-02-04,OPERACAO,Flexivel,Claudio,"(101) 223-1526",rileypinheiro4482@google.couk,"2021-04-19 00:00:00","2024-09-07 00:00:00","Stuart Moura","Fatima Bispo",S,"2022-09-25 00:00:00","2025-01-13 00:00:00"
368,"Ursa Cardoso",86873603033,2023-12-31,JURIDICO,Revezamento,Raquel,"(207) 270-5672",ursacardoso8471@protonmail.org,"2023-09-09 00:00:00","2025-03-24 00:00:00","Thor Dias","Calista de Morais",S,"2022-10-18 00:00:00","2024-12-24 00:00:00"
369,"Eric Pinheiro",16125468362,2021-11-01,FINANCEIRO,Revezamento,Raquel,"(430) 289-2076",ericpinheiro@hotmail.edu,"2020-09-12 00:00:00","2024-08-04 00:00:00","Alden de Melo","Merritt Melo",S,"2020-04-25 00:00:00","2025-04-14 00:00:00"
370,"Cheyenne Siqueira",45936211485,2021-01-28,RH,Revezamento,Raquel,"(170) 484-5251",cheyennesiqueira@icloud.couk,"2021-08-29 00:00:00","2024-11-23 00:00:00","Dieter Xavier","Plato de Andrade",S,"2023-03-23 00:00:00","2025-03-26 00:00:00"
371,"Colton Moreira",76344319783,2023-03-26,COMERCIAL,Flexivel,Gilson,"(871) 634-8716",coltonmoreira6187@google.com,"2023-11-03 00:00:00","2023-11-28 00:00:00","Kelly Santiago","Maggie Chagas",S,"2021-10-13 00:00:00","2024-01-24 00:00:00"
372,"Graiden Das Chagas",92984201809,2023-08-18,JURIDICO,Flexivel,Claudio,"(196) 971-2411",graidendaschagas6901@aol.org,"2022-04-18 00:00:00","2024-04-11 00:00:00","Connor Cavalcante","Patience de Lima",N,"2023-08-05 00:00:00","2025-06-24 00:00:00"
373,"Inez Pires",22169991746,2022-11-03,RH,Revezamento,Gilson,"(818) 607-3113",inezpires@outlook.ca,"2024-04-05 00:00:00","2024-09-18 00:00:00","Britanni da Costa","Jessica de Castro",N,"2023-10-25 00:00:00","2024-06-23 00:00:00"
374,"Kamal Nogueira",59839641293,2021-05-21,TI,Noturno,Renata,"(825) 566-1140",kamalnogueira@hotmail.com,"2023-10-21 00:00:00","2025-04-11 00:00:00","Stacey Silva","Quemby Monteiro",N,"2020-02-12 00:00:00","2025-02-28 00:00:00"
375,"Ciaran Amaral",10922161471,2022-10-18,RH,Diurno,Raquel,"(861) 974-4573",ciaranamaral@protonmail.ca,"2024-02-06 00:00:00","2025-04-18 00:00:00","Jerry dos Santos","Quinn Medeiros",N,"2021-11-14 00:00:00","2024-04-19 00:00:00"
376,"Latifah Moura",76113461022,2023-11-22,COMERCIAL,Revezamento,Renata,"(224) 288-3482",latifahmoura8707@icloud.couk,"2022-11-19 00:00:00","2025-02-08 00:00:00","Xandra Xavier","Kitra Duarte",S,"2022-11-22 00:00:00","2025-08-19 00:00:00"
377,"Natalie Castro",29236755116,2022-06-25,FINANCEIRO,Revezamento,Claudio,"(487) 218-3234",nataliecastro@icloud.net,"2020-02-06 00:00:00","2025-03-25 00:00:00","Plato Nascimento","Audra Dutra",S,"2021-07-19 00:00:00","2025-06-28 00:00:00"
378,"Shaeleigh Mendonca",72780559032,2020-12-03,COMERCIAL,Noturno,Henrique,"(201) 339-7437",shaeleighmendonca6476@yahoo.org,"2022-09-20 00:00:00","2024-06-13 00:00:00","Arthur do Nascimento","Kyle Vasconcelos",S,"2023-07-05 00:00:00","2023-10-21 00:00:00"
379,"Nasim Melo",98454505789,2020-05-17,TI,FimSemana,Renata,"(882) 624-4488",nasimmelo@hotmail.ca,"2021-09-17 00:00:00","2025-06-02 00:00:00","Rinah Rocha","Margaret Gonzaga",S,"2022-07-30 00:00:00","2024-12-14 00:00:00"
380,"Nora da Silveira",67580117288,2020-05-14,JURIDICO,Flexivel,Renata,"(880) 837-7882",noradasilveira@hotmail.net,"2020-01-27 00:00:00","2024-03-19 00:00:00","Shad do Carmo","Ori de Campos",S,"2022-03-28 00:00:00","2023-12-02 00:00:00"
381,"Sylvester Cabral",50109776837,2020-03-04,TI,Revezamento,Claudio,"(185) 453-3801",sylvestercabral@yahoo.couk,"2024-08-13 00:00:00","2023-12-14 00:00:00","Chiquita Correia","Daryl Cunha",N,"2024-02-08 00:00:00","2025-08-11 00:00:00"
382,"Shea Rosa",70866290800,2023-09-04,TI,Noturno,Raquel,"(317) 212-6384",shearosa3952@yahoo.net,"2023-12-30 00:00:00","2025-03-30 00:00:00","Hyatt Moura","Ulysses Gonçalves",S,"2022-08-12 00:00:00","2024-01-04 00:00:00"
383,"Cameron Mendes",22058299674,2024-04-03,JURIDICO,Flexivel,Renata,"(870) 338-2019",cameronmendes9372@protonmail.org,"2020-01-24 00:00:00","2025-07-23 00:00:00","Wilma Franca","Laith Torres",N,"2021-06-16 00:00:00","2025-07-13 00:00:00"
384,"Lars de Campos",61213842727,2023-07-04,COMERCIAL,Noturno,Renata,"(433) 619-6524",larsdecampos@google.com,"2021-02-13 00:00:00","2025-01-14 00:00:00","April de Moura","Brian da Silva",S,"2024-05-23 00:00:00","2024-02-13 00:00:00"
385,"Nathan Rezende",48702920803,2020-06-06,OPERACAO,Revezamento,Gilson,"(118) 825-6687",nathanrezende@yahoo.ca,"2020-07-16 00:00:00","2024-11-03 00:00:00","Zeph Rodrigues","Hall Medeiros",S,"2021-11-05 00:00:00","2024-08-04 00:00:00"
386,"Kevyn Barros",39751692839,2021-03-10,COMERCIAL,Diurno,Claudio,"(473) 443-7181",kevynbarros@google.org,"2023-05-07 00:00:00","2024-03-12 00:00:00","Honorato Viana","Hayes Pinto",S,"2024-01-26 00:00:00","2025-05-14 00:00:00"
387,"Jasmine Franco",61756234120,2020-03-03,RH,Diurno,Claudio,"(744) 942-8671",jasminefranco2884@yahoo.org,"2024-08-03 00:00:00","2024-03-21 00:00:00","Imelda Vasconcelos","Megan Vieira",N,"2023-02-14 00:00:00","2024-08-28 00:00:00"
388,"Britanney de Oliveira",21564901038,2021-08-20,JURIDICO,Parcial,Rodrigo,"(624) 492-2533",britanneydeoliveira@aol.com,"2024-07-16 00:00:00","2025-01-02 00:00:00","Ivor Abreu","Olivia Barreto",S,"2022-07-29 00:00:00","2024-03-16 00:00:00"
389,"Upton Moura",41732591642,2022-10-29,COMERCIAL,FimSemana,Renata,"(101) 636-6429",uptonmoura@google.net,"2022-12-06 00:00:00","2024-01-19 00:00:00","Zelda Mendes","Ariel Menezes",N,"2022-06-03 00:00:00","2025-09-22 00:00:00"
390,"Lani da Rosa",62274364674,2021-10-15,COMERCIAL,Flexivel,Raquel,"(536) 271-1474",lanidarosa3391@outlook.edu,"2024-11-02 00:00:00","2025-02-11 00:00:00","Kim Pires","Xanthus Xavier",N,"2021-07-05 00:00:00","2025-09-15 00:00:00"
391,"Zahir da Costa",50087381175,2023-08-24,RH,Diurno,Antonio,"(446) 523-0765",zahirdacosta1277@google.net,"2020-11-21 00:00:00","2025-07-17 00:00:00","Mira Marques","Jennifer Araujo",N,"2024-09-11 00:00:00","2024-10-09 00:00:00"
392,"Ishmael Pereira",78692425882,2022-05-11,COMERCIAL,Flexivel,Rodrigo,"(437) 846-2391",ishmaelpereira8008@protonmail.com,"2024-05-17 00:00:00","2025-07-04 00:00:00","Timon Brito","Allistair de Lourdes",S,"2022-04-21 00:00:00","2024-07-22 00:00:00"
393,"Breanna Rodrigues",17614401332,2020-01-30,COMERCIAL,Flexivel,Julia,"(336) 220-5543",breannarodrigues9705@aol.edu,"2024-02-16 00:00:00","2025-02-17 00:00:00","Kenneth Pinheiro","Griffith Mariano",N,"2024-12-13 00:00:00","2024-01-12 00:00:00"
394,"Tyler de Melo",40959854152,2022-09-26,TI,Parcial,Raquel,"(746) 640-4185",tylerdemelo@google.couk,"2020-01-31 00:00:00","2024-01-28 00:00:00","Ian de Azevedo","Britanni de Azevedo",S,"2020-01-11 00:00:00","2024-08-14 00:00:00"
395,"Lana Marques",52590756237,2020-12-04,FINANCEIRO,Revezamento,Julia,"(688) 493-1614",lanamarques3901@yahoo.net,"2022-08-22 00:00:00","2024-02-23 00:00:00","Roanna Antunes","Boris Siqueira",N,"2020-10-22 00:00:00","2025-08-29 00:00:00"
396,"Denton Xavier",42405027625,2023-06-30,COMERCIAL,Flexivel,Ana,"(711) 794-7379",dentonxavier9232@protonmail.ca,"2021-12-01 00:00:00","2023-10-06 00:00:00","Dalton Campos","Oliver da Luz",N,"2023-03-24 00:00:00","2025-07-14 00:00:00"
397,"Flynn Franco",23620557941,2020-07-05,OPERACAO,Revezamento,Renata,"(148) 144-5851",flynnfranco4653@outlook.couk,"2021-01-11 00:00:00","2023-11-03 00:00:00","Ulric Cordeiro","Rae Figueiredo",S,"2021-06-16 00:00:00","2024-02-27 00:00:00"
398,"Sydney de Castro",62583398106,2023-01-07,OPERACAO,Flexivel,Gilson,"(584) 585-4559",sydneydecastro2498@google.com,"2022-04-08 00:00:00","2024-10-28 00:00:00","Carter Domingues","Ariel Faria",S,"2021-07-06 00:00:00","2025-07-19 00:00:00"
399,"Jessamine de Oliveira",15238726941,2023-11-20,MARKETING,Flexivel,Antonio,"(573) 673-8678",jessaminedeoliveira570@google.ca,"2024-01-16 00:00:00","2025-09-10 00:00:00","Basia Medeiros","Rachel Marinho",N,"2022-10-11 00:00:00","2024-06-27 00:00:00"
400,"Rahim Diniz",72570444936,2021-01-12,FINANCEIRO,Flexivel,Raquel,"(633) 286-1807",rahimdiniz@hotmail.ca,"2022-06-24 00:00:00","2025-06-09 00:00:00","Austin de Morais","Kameko de Brito",N,"2023-09-18 00:00:00","2024-11-14 00:00:00"
401,"Jarrod Almeida",79715359526,2023-12-12,COMERCIAL,FimSemana,Renata,"(381) 433-7126",jarrodalmeida6803@aol.net,"2021-01-03 00:00:00","2023-12-02 00:00:00","Nerea Bezerra","Genevieve da Costa",N,"2024-12-22 00:00:00","2023-11-14 00:00:00"
402,"Tana Das Chagas",29569700067,2024-03-02,RH,Flexivel,Raquel,"(783) 689-8927",tanadaschagas@protonmail.net,"2020-09-15 00:00:00","2024-06-12 00:00:00","Keith de Moraes","Julian Torres",S,"2021-11-02 00:00:00","2025-05-19 00:00:00"
403,"Murphy de Freitas",54641813077,2021-04-24,OPERACAO,FimSemana,Raquel,"(249) 818-7746",murphydefreitas4874@yahoo.net,"2021-11-25 00:00:00","2025-01-28 00:00:00","Lucian Vaz","Phillip Cordeiro",S,"2023-06-18 00:00:00","2023-12-02 00:00:00"
404,"Gary Santos",12461069528,2024-04-17,MARKETING,Revezamento,Antonio,"(255) 717-8211",garysantos@google.net,"2023-11-30 00:00:00","2024-01-20 00:00:00","Raja Cavalcante","Kerry Fernandes",S,"2020-07-26 00:00:00","2024-06-07 00:00:00"
405,"Willa Bispo",57525471400,2023-01-08,OPERACAO,Noturno,Gilson,"(612) 756-1642",willabispo@protonmail.edu,"2023-03-09 00:00:00","2024-12-14 00:00:00","Hilary Messias","Buffy Almeida",S,"2023-03-24 00:00:00","2024-05-02 00:00:00"
406,"Clarke da Rocha",65305788560,2023-01-23,COMERCIAL,FimSemana,Raquel,"(843) 550-8352",clarkedarocha5368@google.net,"2020-04-28 00:00:00","2023-12-07 00:00:00","Macon Domingos","Maxine Brito",N,"2024-03-13 00:00:00","2024-12-15 00:00:00"
407,"Steel Chagas",35699900307,2021-11-14,TI,Noturno,Rodrigo,"(815) 607-2424",steelchagas6658@icloud.couk,"2023-06-13 00:00:00","2025-08-11 00:00:00","Emma Antunes","Arthur Sousa",N,"2022-07-30 00:00:00","2024-06-04 00:00:00"
408,"Dominique de Lima",94250226148,2022-01-22,OPERACAO,Diurno,Gilson,"(346) 175-9986",dominiquedelima7634@yahoo.com,"2023-10-01 00:00:00","2025-09-28 00:00:00","Clayton Braga","Daquan Bastos",S,"2021-01-13 00:00:00","2025-09-12 00:00:00"
409,"Kadeem Caetano",77775477888,2020-04-01,COMERCIAL,FimSemana,Claudio,"(975) 422-6521",kadeemcaetano@outlook.com,"2022-01-27 00:00:00","2023-12-21 00:00:00","Germaine Amorim","Bernard Figueiredo",N,"2024-03-04 00:00:00","2024-07-26 00:00:00"
